word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
to the fullest 〔full〕,noun,十分に,思う存分,十分に 思う存分,0.4503,,sokujuku,0
turn into ～,phrase,変わる,なる,～に変わる ～になる,0.4503,,sokujuku,0
under control,noun,制御下に,管理下に,制御下に 管理下に,0.4503,,sokujuku,0
vertebrate,noun,脊椎動物,脊椎動物の,脊椎動物 脊椎動物の,0.4503,,leap,0
wake,verb,目が覚める,起こす,目が覚める （眠っている人）を起こす,0.4503,,leap,0
wake (～) up,phrase,起こす,目がさめる,～を起こす 目がさめる,0.4503,,sokujuku,0
watch out (for ～),phrase,気をつける,用心する,（～に）気をつける （～に）用心する,0.4503,,sokujuku,0
what is more,noun,そのうえ,さらに,そのうえ さらに,0.4503,,sokujuku,0
with all ～,noun,ばかりなので,もかかわらず,～ばかりなので ～にもかかわらず,0.4503,,sokujuku,0
with care,noun,注意して,気をつけて,注意して 気をつけて,0.4503,,sokujuku,0
with ease,noun,容易に,楽々と,容易に 楽々と,0.4503,,sokujuku,0
work on ～,phrase,取り組む,影響を与える,～に取り組む ～に影響を与える,0.4503,,sokujuku,0
write down ～,phrase,書き留める,メモする,～を書き留める ～をメモする,0.4503,,sokujuku,0
yield to ～,phrase,屈服する,敗れる,～に屈服する ～に敗れる,0.4503,,sokujuku,0
strain,noun,血統,負担 / 緊張 / 重圧,"緊張, 重圧, 品種, 血統 / に負担をかける / を緊張させる / を漉す / 負担 / （心身の）負担，無理 （目や筋肉など）を痛める / 血統",0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1,eiken1",10
persist,verb,固執する,持続する / 残る / ねばる,"ねばる, しつこく主張する(in～) / 続く / 固執する / 持続する、残る / 持続する，残る （in［with］～）（～を）貫く，（～に）固執する / やり抜く",0.45030000000000003,,"teppeki,target1900,systan,leap,eiken1",9
suspend,verb,中止する,中断する / する / 宙吊りにする,～を宙吊りにする / を(いったん)中止する、中断する / を停職［停学，出場停止］にする / を一時的に中断する / 中止する、つるす / ～を吊るす ～を中断する ～を停職［停学］にする / を一時中止する,0.45030000000000003,,"teppeki,target1900,systan,leap,eiken1",9
mock,verb,あざける,まねる / ばかにする / あざ笑う,～をあざ笑う / 模擬の、偽の / をばかにする（≒ make fun of） / のまねをしてからかう / あざける / 模擬の，見せかけの (からかって)～をまねる ～をあざける / （仕草）をまねる,0.45030000000000003,,"teppeki,target1900,systan,leap,eiken1",8
uncover,verb,発掘する,明らかにする / 暴く / 暴露する,を暴く（⇔ conceal ⇒ 1116） / を 発掘する / 明らかにする / ～を明らかにする，暴く / (遺跡など)を発掘する、の覆いを取る、を明るみに出す / を暴露する,0.45030000000000003,,"target1900,systan,leap,passtan1,eiken1",8
affect,verb,影響を及ぼす,感動させる / 影響する / 作用する,～に（直接）影響・効果を及ぼす / に影響を及ぼす（≒ influence ⇒ 49） / を感動させる / ～に影響する / （直接的に）～に影響を与える，作用する / に影響を及ぼす,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",6
demonstrate,verb,実演する,する / デモをする / 実証する,"～を実証する, 実演する / を論証［証明］する / デモをする / (証明などが)～を明らかに示す / ～を（はっきり）示す，実演する",0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",6
draw,verb,引く,描く / 引き出す / 近づく,を引き出す / を引く / を描く / 近づく / ～を引っぱる / （線で絵など）を描く （注意）を引く ～を引っ張る，集める,0.45030000000000003,,"target1900,systan,leap",6
retire,verb,引退する,退職する / 退く / 辞める,定年で退職する / （～から）引退する，退職する（from） / 退く / 辞める / （from ～）（～を）引退する，退職する,0.45030000000000003,,"teppeki,target1900,systan,leap",6
defeat,verb,負かす,失敗させる / 打ち負かす / うち巻かす,～をうち巻かす / 敗北 / を負かす（≒ beat） / を失敗させる / ～を打ち負かす / （相手）を打ち負かす 敗北,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",5
excel,verb,秀でている,勝る / 優れている / 優れる,優れる / （～で）秀でている（in / at） / に勝る / (in [at] ～)( ～において)優れている / 優れている,0.45030000000000003,,"teppeki,target1900,leap,passtan1,eiken1",5
mourn,verb,悼む,嘆く / 悲しみ嘆く / 悲しむ,悲しみ嘆く / （を）悼む（≒ grieve） / （を）嘆く / 悲しむ / ～を嘆く，悼む,0.45030000000000003,,"teppeki,target1900,systan,leap",5
paradigm,noun,パラダイム,模範 / 理論的枠組 / 理論的枠組み,理論的枠組み，パラダイム / 模範 / 理論的枠組 / 理論的枠組，パラダイム,0.45030000000000003,,"target1900,systan,leap,eiken1",5
certain,adjective,確かな,ある / 確信して / 一定の,確信して / 確かな / ある / 一定の / 確かな （名詞の前で）ある～,0.45030000000000003,,"target1900,leap",4
connect,verb,つなぐ,関連づける / 繋げる / つなげる,～を繋げる / をつなぐ / を関連づける / ～をつなぐ / ～をつなげる ～を関連づける つながる,0.45030000000000003,,"teppeki,target1900,systan,leap",4
dizzy,adjective,目まいがする,当惑した / めまいがして / めまいがする,めまいがする / 目まいがする / 当惑した / めまい / めまいがして,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1,eiken1",4
edge,noun,端,刃 / 周辺 / 優位,周辺 / 端 （ナイフなどの）刃 優位 / 優勢、刃、端,0.45030000000000003,,"systan,leap,passtan1",4
equip,verb,備えつける,装備させる / 装備する / 備え付ける,～に(…を)装備する(with…) / に備えつける / ～を装備させる / ～を装備させる，備え付ける (人)に(知識や能力などを)身につけさせる,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",4
ground,noun,地面,根拠 / 運動場 / 理由,"運動場, 地面, 根拠, 理由 / 地面 根拠",0.45030000000000003,,"teppeki,leap",4
immune,adjective,免疫を持つ,免れた / 免疫のある / 免疫,(～に対して)免疫のある(to～) / （～に対して）免疫を持つ（to） / （～を）免れた（from） / 免疫 / 免疫の (ある),0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",4
local,adjective,地元の,地元の人 / 地域の / その土地の,"地域の, 地元の / 地元の人 / その土地の，地元の 地方の 地元の人",0.45030000000000003,,"teppeki,leap",4
thus,adverb,このように,それゆえ / それ故に / そのように,それ故に / このように / それゆえ、そのように / それゆえ（に)このように,0.45030000000000003,,"teppeki,systan,leap",4
expect,verb,期待する,予期する / 予想する / 身ごもっている,～を予想する / 期待する / ～を予期する / ～を予期する （A of［from］ B）（B にA）を期待する （be ―ing）（～を）身ごもっている（※はも可）,0.45030000000000003,,"teppeki,systan,leap",3
military,adjective,軍の,軍事 / の / 軍事的な,軍事の / 軍の，軍事（用）の / 軍事的な,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",3
tender,adjective,柔らかい,優しい / やさしい / 弱い,やさしい / (肉などが)柔らかい (愛情があり)優しい (皮膚などが)弱い / 柔らかい、優しい,0.45030000000000003,,"systan,leap,passtan1",3
whereas,other,するのに,する一方 / だが一方 / その一方で,(～である)その一方で / ～するのに（対し），～する一方 / ～だが一方,0.45030000000000003,,"teppeki,target1900,systan,leap,passtan1",3
deposit,noun,預金,頭金 / 堆積物 / 貯金,貯金 / 埋蔵金 / ～を貯める / を置く / を預ける / を堆積させる / 預金、頭金、堆積物 / 預金 頭金，保証金 埋蔵物 、堆積物 ～を預ける,0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1",11
vital,adjective,必要不可欠な,活気のある / きわめて重要な / 非常に重要な,"(～にとって)非常に重要な(to, for～) / 生命の / 必要不可欠な / 活気のある / 生命にかかわる / きわめて重要な、必要な、活気のある / 不可欠な，きわめて重要な",0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1",10
drain,verb,流出させる,流れ出る / の排水をする / 消耗する,下水、排水 / ～の排水をする、を消耗する / （液体）を流出させる / （液体が）流れ出る / 排出する / ～の水を抜く ～の水分を切る (液体が)流出する，乾く / の水を排出する,0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1,eiken1",9
endeavor,noun,努力,試み / 活動 / しようと,"努力, 試み / 努力する, 試みる / 活動 / 努力，試み ～を (懸命に)努力する，試みる / ～しようと(懸命に)努力する、を(真剣に)試みる",0.45030000000000014,,"teppeki,systan,leap,passtan1",9
firm,noun,固い,会社 / 堅固な / 安定した,"固い, 確固たる / 会社, 企業 / 確固たる / 堅固な / 安定した / 会社 （土台，信念などが）固い （体が）引き締まった",0.45030000000000014,,"teppeki,target1900,leap,passtan1",8
mode,noun,様式,方式 / 形態 / 気分,様式、方式、形態 / 方式 / 気分 / 形態 / 流行 / 方法、様式,0.45030000000000014,,"teppeki,target1900,passtan1",8
particular,adjective,特定の,特別の / ある特定の / 特有の,"特定の, 特別の / 特定の / 特別の / （～について）やかましい（about） / ある特定の、特有の / ある特定の，特有の （about ～）（～の）好みがうるさい （in ―）特に（＝particularly）",0.45030000000000014,,"teppeki,target1900,systan,leap",8
plain,adjective,明白な,わかりやすい / 明らかな / 平易な,明らかな / 平易な / 飾りのない / 率直な / 明白な、わかりやすい / 明白な，わかりやすい 質素な 平野，原野,0.45030000000000014,,"target1900,systan,leap",8
squeeze,verb,搾る,強く押す / 絞る / 絞り出す,～を絞る、絞り出す / 押し入る / を押し込む / （を）搾る / （を）強く押す / しぼる / （果汁など）を搾る （手，指で）～を強く押す,0.45030000000000014,,"teppeki,target1900,systan,leap",8
track,noun,小道,足跡 / 跡 / 軌道,跡 / 軌道 / 【米】（鉄道の）番線 / 走路 / 小道、足跡 / 足跡，小道 （鉄道の）線路，プラットホーム ～を追跡する,0.45030000000000014,,"target1900,systan,leap",8
case,noun,場合,事件 / 事実 / 症例,"場合, 事件, 訴訟(the), 実情, 事実, 本当, (病気の)症例 / 場合 （the ―）事実 （犯罪）事件 症例 （make a ―）主張（する）",0.45030000000000014,,"teppeki,leap",7
community,noun,地域社会,共同体 / 社会 / 界,地域社会、共同体 / （共同）社会，～界 / 地域社会 / 地域住民 / （地域）社会，共同体（の人々）,0.45030000000000014,,"teppeki,target1900,leap",7
extra,adjective,余分な,臨時の / 追加の / 余分の,余分な、臨時の / 追加の，余分の / 別勘定の / 余分な，追加の，臨時の 余分な［追加された］もの,0.45030000000000014,,"teppeki,target1900,leap",7
prime,adjective,主要な,最も重要な / 最適な / 極上の,主要な，最も重要な / 最適な / 極上の / 最も重要な、主要な / （目標，容疑者などが）最重要な 素数,0.45030000000000014,,"target1900,systan,leap",7
version,noun,版,解釈 / 型 / ...版,（本・製品などの）版 / 解釈 / 型、...版、翻訳、説明 / (個人的な)解釈，意見 (製品などの)～版,0.45030000000000014,,"target1900,systan,leap",7
administer,verb,管理する,運営する / 経営する / 治める,～を管理する、運営する / を管理する、を経営する、を治める、(治療)を施す / を運営する,0.45030000000000014,,"teppeki,passtan1,eiken1",6
alert,adjective,警戒して,敏速な / 警戒している / 警報,警戒している / 警報 / 警戒して / 敏速な / 用心する / 油断のない，用心深い (公的な)警告,0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1",6
bare,adjective,裸の,むき出しの / 最低限の / ギリギリの,裸の、むき出しの / 最低限の、ギリギリの / むき出しの 最低限の / 露出した、裸の,0.45030000000000014,,"teppeki,leap,passtan1",6
boost,verb,押し上げる,増加させる / 促進する / 高める,"～を促進する, 高める / を押し上げる / を増加させる / 活気づける / ～を促進させる，増大させる",0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1",6
chance,noun,機会,可能性 / 見込み / 偶然,機会 / 可能性、見込み / 偶然 / （to do）（～する）機会 （of ～ / that SV）（～の/ ～する）可能性,0.45030000000000014,,"teppeki,leap",6
court,noun,法廷,裁判所 / 宮廷 / 裁判,法廷、裁判所 / 宮廷 / 裁判所，法廷 / 裁判 / 中庭,0.45030000000000014,,"teppeki,target1900",6
craft,noun,工芸,技術 / 船 / 乗り物,工芸、技術、巧みに作る / 工芸（品)（職人の）技術 船，乗り物（単複同形） / 工芸品、(手先でする)作業,0.45030000000000014,,"systan,leap,passtan1",6
disrupt,verb,混乱させる,分裂させる / かき乱す / 混乱する,"～を乱す, 混乱する / を混乱させる / を分裂させる / かき乱す / （活動の進行など）をかき乱す / を中断させる",0.45030000000000014,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
earn,verb,稼ぐ,得る / もうける / もたらす,を稼ぐ / を得る / をもたらす / ～をもうける、かせぐ / （金）を稼ぐ，もうける （評判など）を得る,0.45030000000000014,,"target1900,systan,leap",6
